;2002-12-31;2003-01-31;2003-02-28;2003-03-31;2003-04-30;2003-05-30;2003-06-30;2003-07-31;2003-08-29;2003-09-30;2003-10-31;2003-11-28;2003-12-31;2004-01-30;2004-02-27;2004-03-31;2004-04-30;2004-05-31;2004-06-30;2004-07-30;2004-08-31;2004-09-30;2004-10-29;2004-11-30;2004-12-31;2005-01-31;2005-02-28;2005-03-31;2005-04-29;2005-05-31;2005-06-30;2005-07-29;2005-08-31;2005-09-30;2005-10-31;2005-11-30;2005-12-30;2006-01-31;2006-02-28;2006-03-31;2006-04-28;2006-05-31;2006-06-30;2006-07-31;2006-08-31;2006-09-29;2006-10-31;2006-11-30;2006-12-29;2007-01-31;2007-02-28;2007-03-30;2007-04-30;2007-05-31;2007-06-29;2007-07-31;2007-08-31;2007-09-28;2007-10-31;2007-11-30;2007-12-31;2008-01-31;2008-02-29;2008-03-31;2008-04-30;2008-05-30;2008-06-30;2008-07-31;2008-08-29;2008-09-30;2008-10-31;2008-11-28;2008-12-31;2009-01-30;2009-02-27;2009-03-31;2009-04-30;2009-05-29;2009-06-30;2009-07-31;2009-08-31;2009-09-30;2009-10-30;2009-11-30;2009-12-31;2010-01-29;2010-02-26;2010-03-31;2010-04-30;2010-05-31;2010-06-30;2010-07-30;2010-08-31;2010-09-30;2010-10-29;2010-11-30;2010-12-31;2011-01-31;2011-02-28;2011-03-31;2011-04-29;2011-05-31;2011-06-30;2011-07-29;2011-08-31;2011-09-30;2011-10-31;2011-11-30;2011-12-30;2012-01-31;2012-02-29;2012-03-30;2012-04-30;2012-05-31;2012-06-29;2012-07-31;2012-08-31;2012-09-28;2012-10-31;2012-11-30;2012-12-31;2013-01-31;2013-02-28;2013-03-29;2013-04-30;2013-05-31;2013-06-28;2013-07-31;2013-08-30;2013-09-30;2013-10-31;2013-11-29;2013-12-31;2014-01-31;2014-02-28;2014-03-31;2014-04-30;2014-05-30;2014-06-30;2014-07-31;2014-08-29;2014-09-30;2014-10-31;2014-11-28;2014-12-31;2015-01-30;2015-02-27;2015-03-31;2015-04-30;2015-05-29;2015-06-30;2015-07-31;2015-08-31;2015-09-30;2015-10-30;2015-11-30;2015-12-31;2016-01-29;2016-02-29;2016-03-31;2016-04-29;2016-05-31;2016-06-30;2016-07-29;2016-08-31;2016-09-30;2016-10-31;2016-11-30;2016-12-30;2017-01-31;2017-02-28;2017-03-31;2017-04-28;2017-05-31;2017-06-30;2017-07-31;2017-08-31;2017-09-29;2017-10-31;2017-11-30;2017-12-29;2018-01-31;2018-02-28;2018-03-30;2018-04-30;2018-05-31;2018-06-29;2018-07-31;2018-08-31;2018-09-28;2018-10-31;2018-11-30;2018-12-31;2019-01-31;2019-02-28;2019-03-29;2019-04-30;2019-05-31;2019-06-28;2019-07-31;2019-08-30;2019-09-30;2019-10-31;2019-11-29;2019-12-31;2020-01-31;2020-02-28;2020-03-31;2020-04-30;2020-05-29;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-30;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30;2021-07-31;2021-08-31;2021-09-30;2021-10-31;2021-11-30;2021-12-31;2022-01-31
0;0.00015272067671273285;0.00018504259623614385;0.00016414568416882607;0.00024096703142394228;0.00017561004286995849;0.00010513978298656256;0.0001034995553308002;9.09290939768186e-05;5.562416417595992e-05;6.505490683230568e-05;7.41072140074999e-05;4.995112968642111e-05;3.7429004258207526e-05;4.038392255952653e-05;3.756669118389867e-05;6.36481553032651e-05;6.174624202945543e-05;0;3.369634227225643e-05;2.8053240808150588e-05;5.937483556875297e-05;2.9672519263904458e-05;5.362129814536485e-05;4.4409335166324044e-05;2.9481144570848343e-05;3.434640655814669e-05;4.271663654354808e-05;4.3675863062875356e-05;7.1220667444646e-05;6.192381237547429e-05;2.3512504556453033e-05;3.382140974927939e-05;2.9775931565366847e-05;3.057038695652896e-05;6.591753218186414e-05;5.2515520198818355e-05;2.2672505412152314e-05;3.984838449561495e-05;3.8460823640410385e-05;2.530928882668309e-05;2.7827976187816105e-05;4.4938062180008574e-05;8.444708621169642e-05;7.06865571752609e-05;2.7985820987530052e-05;1.758076799465709e-05;1.9253772882217986e-05;2.3073434516311767e-05;2.144775002606443e-05;2.0554570791084618e-05;6.130439760553336e-05;9.517641623377059e-05;3.346311291202578e-05;3.0046995931385728e-05;5.732537894494357e-05;9.443326106126623e-05;0.00022244687243048772;0.0001278693583490224;5.92467228001385e-05;0.0002150053198953965;0.0001570803805655593;0.00017939811582319204;0.0001788946571397962;0.00024046174740383324;0.000150544092800798;6.915458391538895e-05;0.00012443641438795276;0.00020903901451079098;0.0001844258957113048;0.0008344585553301061;0.0023148162872383446;0.001984457910621183;0.0012718468336125124;0.0004558157672957093;0.0005710593552347846;0.0008583507095829303;0.0005819142448771373;0.00033791782873945897;0.00016871440627231913;0.00017476988210956757;8.961157367340084e-05;7.942408456608102e-05;0.00014076974724301782;0.00013665864572445175;5.4424868212968695e-05;7.870972840866498e-05;0.00012885897068499235;2.6251974081920623e-05;6.417895511611995e-05;0;0.0002746289463622799;0.0001637654657671478;0.00011438421990319316;0.00011205000712888052;5.986442321703651e-05;7.156912990447995e-05;4.9722464127296806e-05;3.070525036953462e-05;6.031183279146774e-05;0.00010062307237628853;3.388535313994451e-05;4.680054647093129e-05;8.511905906248798e-05;9.149597183613237e-05;0.0006247984078471755;0.00030774258274603395;0.000362663963898549;0.0003401304608644623;0.00021385639546640692;6.526248828041464e-05;2.586773065658762e-05;3.82285724914483e-05;6.436532853198277e-05;5.697952357370921e-05;0.00012790223705280517;9.897607489883352e-05;4.828618912582538e-05;3.9777241109298375e-05;3.675090258655026e-05;7.898567500560155e-05;5.4981248624448755e-05;5.2114120971824195e-05;4.332279622594442e-05;0;6.129173668995056e-05;3.864935022165325e-05;8.739489911102612e-05;5.445865638818777e-05;2.9266748814879475e-05;3.5019282472820814e-05;5.2502913804103885e-05;2.609492872753132e-05;2.791300202662927e-05;5.459276340557123e-05;6.982826076790533e-05;3.358439189187584e-05;5.0964625504490504e-05;2.208382229545288e-05;1.4588237012375324e-05;3.396012787836775e-05;3.3530096827448544e-05;2.7148315855795933e-05;0.00011415524959334834;3.141017087722497e-05;6.949509199616437e-05;0.00011441948478623648;6.480646726889307e-05;6.073561788398027e-05;4.088207316232674e-05;4.468935756114378e-05;4.284706808957594e-05;5.741462657680219e-05;0.00021279486674889426;0.0003220780650485072;9.010664081518991e-05;5.887673556648732e-05;0.00010775594828445763;0.0001882140955905219;0.000162684826557739;5.619321595037431e-05;3.202308445218684e-05;3.772394756189295e-05;9.915319743634062e-05;9.874096170155431e-05;1.0653940988001967e-05;5.8079572880285715e-05;2.822333793266173e-05;3.420473183338781e-05;2.1850697875242474e-05;1.514767630251127e-05;1.1980799245819696e-05;2.0531498446824316e-05;2.0722621370400475e-05;2.333824709451131e-05;1.9017015557094066e-05;2.0338016989874098e-05;2.6520304278253744e-05;1.3951710646094841e-05;1.0135908641057766e-05;1.7690417033752788e-05;1.6910135590150658e-05;2.632999330331097e-05;0.00020597869738611711;0;0.0001715695990744349;4.970778903966414e-05;3.702437199091332e-05;3.675482197553631e-05;2.2587196392129842e-05;1.3833784402773395e-05;0.00015785946920072148;0.0001703918972044085;0.000288960585503278;0.00025345437311033003;4.581227693859925e-05;4.188132772058669e-05;3.0374243355737367e-05;6.367517407407928e-05;5.839962502535415e-05;2.9402205702528396e-05;0.00015827755711700676;6.448943091187332e-05;5.953799884317546e-05;1.3815667571655101e-05;2.0036688422387316e-05;4.308461924096693e-05;0.00018246767803584455;0.0025850432712493255;0.0010663132255008085;0.0002513766781683784;0.00025120198890552105;0.00011798834523824288;4.567493106494258e-05;0.00018768866782790524;0.0001784410202803816;0.00016489036890747697;3.7798404084142164e-05;0;0;0.00012104664900213736;4.830008045715068e-05;0;2.777753117021108e-05;0;2.557523355980265e-05;5.4422057858026836e-05;0;5.009663915639916e-05;0.00011263564405405855;0.00012459902160529866
